id,page_name,post_id,post_url,content,timestamp,likes,shares,comment_count,scraped_at
387,TechNews Mongolia,POST_0387,https://facebook.com/technewsmongolia/posts/387,Python 3.12 хувилбар гарлаа. Олон шинэ боломжууд нэмэгдсэн байна. #387,2026-05-10 04:11:00,768,169,65,2026-05-10 06:11:00
388,Мэдээллийн Технологи,POST_0388,https://facebook.com/мэдээллийнтехнологи/posts/388,Javascript хөгжүүлэгчдэд зориулсан 5 зөвлөгөө. #388,2026-05-03 14:53:00,541,120,28,2026-05-03 16:53:00
389,TechNews Mongolia,POST_0389,https://facebook.com/technewsmongolia/posts/389,Javascript хөгжүүлэгчдэд зориулсан 5 зөвлөгөө. #389,2026-05-09 04:51:00,424,139,100,2026-05-09 06:51:00
390,Монголын хөгжүүлэгчид,POST_0390,https://facebook.com/монголынхөгжүүлэгчид/posts/390,Шинэ iPhone 16-ийн талаарх цуурхал ба баримтууд. #390,2026-05-20 01:23:00,123,190,17,2026-05-20 03:23:00
391,Монголын хөгжүүлэгчид,POST_0391,https://facebook.com/монголынхөгжүүлэгчид/posts/391,Машин сургалтын үндэс сургалт эхэллээ. #391,2026-05-17 15:25:00,141,58,71,2026-05-17 17:25:00
392,Мэдээллийн Технологи,POST_0392,https://facebook.com/мэдээллийнтехнологи/posts/392,Cybersecurity-д хэрэгтэй шинэ tool-ууд. #392,2026-05-19 22:56:00,696,127,40,2026-05-20 00:56:00
393,Монголын хөгжүүлэгчид,POST_0393,https://facebook.com/монголынхөгжүүлэгчид/posts/393,Шинэ iPhone 16-ийн талаарх цуурхал ба баримтууд. #393,2026-05-13 11:38:00,673,131,51,2026-05-13 13:38:00
394,Мэдээллийн Технологи,POST_0394,https://facebook.com/мэдээллийнтехнологи/posts/394,Cloud computing-ийн ирээдүй. #394,2026-05-03 16:45:00,662,22,97,2026-05-03 18:45:00
395,TechNews Mongolia,POST_0395,https://facebook.com/technewsmongolia/posts/395,Cybersecurity-д хэрэгтэй шинэ tool-ууд. #395,2026-05-18 20:31:00,364,39,88,2026-05-18 22:31:00
396,TechNews Mongolia,POST_0396,https://facebook.com/technewsmongolia/posts/396,Машин сургалтын үндэс сургалт эхэллээ. #396,2026-05-03 10:37:00,251,66,57,2026-05-03 12:37:00
397,Мэдээллийн Технологи,POST_0397,https://facebook.com/мэдээллийнтехнологи/posts/397,Python 3.12 хувилбар гарлаа. Олон шинэ боломжууд нэмэгдсэн байна. #397,2026-05-14 07:47:00,968,67,7,2026-05-14 09:47:00
398,Мэдээллийн Технологи,POST_0398,https://facebook.com/мэдээллийнтехнологи/posts/398,Python 3.12 хувилбар гарлаа. Олон шинэ боломжууд нэмэгдсэн байна. #398,2026-05-07 00:22:00,173,127,40,2026-05-07 02:22:00
399,Монголын хөгжүүлэгчид,POST_0399,https://facebook.com/монголынхөгжүүлэгчид/posts/399,Cloud computing-ийн ирээдүй. #399,2026-05-03 23:33:00,216,110,68,2026-05-04 01:33:00
400,AI & Data Science MN,POST_0400,https://facebook.com/ai&datasciencemn/posts/400,Cybersecurity-д хэрэгтэй шинэ tool-ууд. #400,2026-05-12 19:00:00,551,199,51,2026-05-12 21:00:00
401,AI & Data Science MN,POST_0401,https://facebook.com/ai&datasciencemn/posts/401,Javascript хөгжүүлэгчдэд зориулсан 5 зөвлөгөө. #401,2026-05-16 14:43:00,667,104,11,2026-05-16 16:43:00
402,AI & Data Science MN,POST_0402,https://facebook.com/ai&datasciencemn/posts/402,Cybersecurity-д хэрэгтэй шинэ tool-ууд. #402,2026-05-04 18:22:00,136,127,32,2026-05-04 20:22:00
403,Монголын хөгжүүлэгчид,POST_0403,https://facebook.com/монголынхөгжүүлэгчид/posts/403,Tech event удахгүй болно. #403,2026-05-13 18:49:00,342,43,94,2026-05-13 20:49:00
404,Монголын хөгжүүлэгчид,POST_0404,https://facebook.com/монголынхөгжүүлэгчид/posts/404,Tech event удахгүй болно. #404,2026-05-06 03:59:00,322,172,42,2026-05-06 05:59:00
405,AI & Data Science MN,POST_0405,https://facebook.com/ai&datasciencemn/posts/405,Javascript хөгжүүлэгчдэд зориулсан 5 зөвлөгөө. #405,2026-05-06 08:14:00,105,63,81,2026-05-06 10:14:00
406,AI & Data Science MN,POST_0406,https://facebook.com/ai&datasciencemn/posts/406,Шинэ iPhone 16-ийн талаарх цуурхал ба баримтууд. #406,2026-05-18 05:58:00,818,96,49,2026-05-18 07:58:00
407,AI & Data Science MN,POST_0407,https://facebook.com/ai&datasciencemn/posts/407,Cloud computing-ийн ирээдүй. #407,2026-05-20 20:29:00,495,17,89,2026-05-20 22:29:00
408,AI & Data Science MN,POST_0408,https://facebook.com/ai&datasciencemn/posts/408,Javascript хөгжүүлэгчдэд зориулсан 5 зөвлөгөө. #408,2026-05-17 04:36:00,417,97,24,2026-05-17 06:36:00
409,AI & Data Science MN,POST_0409,https://facebook.com/ai&datasciencemn/posts/409,Шинэ хиймэл оюун ухааны загвар танилцуулагдлаа. #409,2026-05-16 12:01:00,757,88,26,2026-05-16 14:01:00
410,Мэдээллийн Технологи,POST_0410,https://facebook.com/мэдээллийнтехнологи/posts/410,Машин сургалтын үндэс сургалт эхэллээ. #410,2026-05-17 05:31:00,716,58,80,2026-05-17 07:31:00
411,Мэдээллийн Технологи,POST_0411,https://facebook.com/мэдээллийнтехнологи/posts/411,Cloud computing-ийн ирээдүй. #411,2026-05-01 21:21:00,734,39,27,2026-05-01 23:21:00
412,Мэдээллийн Технологи,POST_0412,https://facebook.com/мэдээллийнтехнологи/posts/412,Шинэ хиймэл оюун ухааны загвар танилцуулагдлаа. #412,2026-05-02 00:16:00,513,159,6,2026-05-02 02:16:00
413,AI & Data Science MN,POST_0413,https://facebook.com/ai&datasciencemn/posts/413,Шинэ хиймэл оюун ухааны загвар танилцуулагдлаа. #413,2026-05-10 16:50:00,995,59,42,2026-05-10 18:50:00
414,AI & Data Science MN,POST_0414,https://facebook.com/ai&datasciencemn/posts/414,Машин сургалтын үндэс сургалт эхэллээ. #414,2026-05-05 16:42:00,103,66,50,2026-05-05 18:42:00
415,Мэдээллийн Технологи,POST_0415,https://facebook.com/мэдээллийнтехнологи/posts/415,React 19 хувилбарыг туршиж үзсэн хүн байна уу? #415,2026-05-20 16:21:00,218,129,68,2026-05-20 18:21:00
416,AI & Data Science MN,POST_0416,https://facebook.com/ai&datasciencemn/posts/416,Өгөгдлийн сангийн аюулгүй байдлын талаарх чухал зөвлөгөө. #416,2026-05-04 14:11:00,227,1,40,2026-05-04 16:11:00
417,Монголын хөгжүүлэгчид,POST_0417,https://facebook.com/монголынхөгжүүлэгчид/posts/417,Шинэ iPhone 16-ийн талаарх цуурхал ба баримтууд. #417,2026-05-14 22:19:00,371,3,21,2026-05-15 00:19:00
418,Монголын хөгжүүлэгчид,POST_0418,https://facebook.com/монголынхөгжүүлэгчид/posts/418,Cybersecurity-д хэрэгтэй шинэ tool-ууд. #418,2026-05-10 12:14:00,688,144,47,2026-05-10 14:14:00
419,Мэдээллийн Технологи,POST_0419,https://facebook.com/мэдээллийнтехнологи/posts/419,Шинэ iPhone 16-ийн талаарх цуурхал ба баримтууд. #419,2026-05-18 14:34:00,876,19,16,2026-05-18 16:34:00
420,AI & Data Science MN,POST_0420,https://facebook.com/ai&datasciencemn/posts/420,React 19 хувилбарыг туршиж үзсэн хүн байна уу? #420,2026-05-18 16:03:00,670,183,1,2026-05-18 18:03:00
421,Монголын хөгжүүлэгчид,POST_0421,https://facebook.com/монголынхөгжүүлэгчид/posts/421,Машин сургалтын үндэс сургалт эхэллээ. #421,2026-05-05 14:47:00,861,90,72,2026-05-05 16:47:00
422,Мэдээллийн Технологи,POST_0422,https://facebook.com/мэдээллийнтехнологи/posts/422,Шинэ iPhone 16-ийн талаарх цуурхал ба баримтууд. #422,2026-05-03 06:56:00,724,94,100,2026-05-03 08:56:00
423,Монголын хөгжүүлэгчид,POST_0423,https://facebook.com/монголынхөгжүүлэгчид/posts/423,Javascript хөгжүүлэгчдэд зориулсан 5 зөвлөгөө. #423,2026-05-07 08:50:00,401,147,5,2026-05-07 10:50:00
424,AI & Data Science MN,POST_0424,https://facebook.com/ai&datasciencemn/posts/424,Cloud computing-ийн ирээдүй. #424,2026-05-09 23:45:00,905,100,60,2026-05-10 01:45:00
425,Мэдээллийн Технологи,POST_0425,https://facebook.com/мэдээллийнтехнологи/posts/425,Шинэ iPhone 16-ийн талаарх цуурхал ба баримтууд. #425,2026-05-06 13:03:00,615,14,19,2026-05-06 15:03:00
426,Монголын хөгжүүлэгчид,POST_0426,https://facebook.com/монголынхөгжүүлэгчид/posts/426,React 19 хувилбарыг туршиж үзсэн хүн байна уу? #426,2026-05-02 23:47:00,804,161,45,2026-05-03 01:47:00
427,Монголын хөгжүүлэгчид,POST_0427,https://facebook.com/монголынхөгжүүлэгчид/posts/427,Шинэ iPhone 16-ийн талаарх цуурхал ба баримтууд. #427,2026-05-17 16:01:00,737,150,16,2026-05-17 18:01:00
428,AI & Data Science MN,POST_0428,https://facebook.com/ai&datasciencemn/posts/428,Javascript хөгжүүлэгчдэд зориулсан 5 зөвлөгөө. #428,2026-05-10 07:57:00,510,198,88,2026-05-10 09:57:00
429,Монголын хөгжүүлэгчид,POST_0429,https://facebook.com/монголынхөгжүүлэгчид/posts/429,Машин сургалтын үндэс сургалт эхэллээ. #429,2026-05-05 01:33:00,569,52,53,2026-05-05 03:33:00
430,Мэдээллийн Технологи,POST_0430,https://facebook.com/мэдээллийнтехнологи/posts/430,Шинэ хиймэл оюун ухааны загвар танилцуулагдлаа. #430,2026-05-09 00:37:00,982,83,76,2026-05-09 02:37:00
431,TechNews Mongolia,POST_0431,https://facebook.com/technewsmongolia/posts/431,Шинэ iPhone 16-ийн талаарх цуурхал ба баримтууд. #431,2026-05-05 17:31:00,21,11,81,2026-05-05 19:31:00
432,Мэдээллийн Технологи,POST_0432,https://facebook.com/мэдээллийнтехнологи/posts/432,Машин сургалтын үндэс сургалт эхэллээ. #432,2026-05-01 02:51:00,680,33,22,2026-05-01 04:51:00
433,TechNews Mongolia,POST_0433,https://facebook.com/technewsmongolia/posts/433,React 19 хувилбарыг туршиж үзсэн хүн байна уу? #433,2026-05-21 09:59:00,234,3,25,2026-05-21 11:59:00
434,Монголын хөгжүүлэгчид,POST_0434,https://facebook.com/монголынхөгжүүлэгчид/posts/434,Javascript хөгжүүлэгчдэд зориулсан 5 зөвлөгөө. #434,2026-05-21 07:30:00,698,200,21,2026-05-21 09:30:00
435,AI & Data Science MN,POST_0435,https://facebook.com/ai&datasciencemn/posts/435,Машин сургалтын үндэс сургалт эхэллээ. #435,2026-05-20 04:39:00,640,148,4,2026-05-20 06:39:00
436,Монголын хөгжүүлэгчид,POST_0436,https://facebook.com/монголынхөгжүүлэгчид/posts/436,Шинэ iPhone 16-ийн талаарх цуурхал ба баримтууд. #436,2026-05-04 10:51:00,587,38,53,2026-05-04 12:51:00
437,Мэдээллийн Технологи,POST_0437,https://facebook.com/мэдээллийнтехнологи/posts/437,Python 3.12 хувилбар гарлаа. Олон шинэ боломжууд нэмэгдсэн байна. #437,2026-05-15 15:33:00,515,81,36,2026-05-15 17:33:00
438,Монголын хөгжүүлэгчид,POST_0438,https://facebook.com/монголынхөгжүүлэгчид/posts/438,Javascript хөгжүүлэгчдэд зориулсан 5 зөвлөгөө. #438,2026-05-08 03:48:00,122,17,63,2026-05-08 05:48:00
439,Монголын хөгжүүлэгчид,POST_0439,https://facebook.com/монголынхөгжүүлэгчид/posts/439,Javascript хөгжүүлэгчдэд зориулсан 5 зөвлөгөө. #439,2026-05-04 16:47:00,28,15,46,2026-05-04 18:47:00
440,AI & Data Science MN,POST_0440,https://facebook.com/ai&datasciencemn/posts/440,Tech event удахгүй болно. #440,2026-05-13 10:28:00,725,10,11,2026-05-13 12:28:00
441,AI & Data Science MN,POST_0441,https://facebook.com/ai&datasciencemn/posts/441,Javascript хөгжүүлэгчдэд зориулсан 5 зөвлөгөө. #441,2026-05-16 18:43:00,85,131,35,2026-05-16 20:43:00
442,Монголын хөгжүүлэгчид,POST_0442,https://facebook.com/монголынхөгжүүлэгчид/posts/442,Cybersecurity-д хэрэгтэй шинэ tool-ууд. #442,2026-05-13 08:22:00,334,121,76,2026-05-13 10:22:00
443,AI & Data Science MN,POST_0443,https://facebook.com/ai&datasciencemn/posts/443,Машин сургалтын үндэс сургалт эхэллээ. #443,2026-05-15 11:13:00,779,35,14,2026-05-15 13:13:00
444,Мэдээллийн Технологи,POST_0444,https://facebook.com/мэдээллийнтехнологи/posts/444,Cloud computing-ийн ирээдүй. #444,2026-05-21 16:03:00,297,3,58,2026-05-21 18:03:00
445,AI & Data Science MN,POST_0445,https://facebook.com/ai&datasciencemn/posts/445,Tech event удахгүй болно. #445,2026-05-08 19:48:00,548,20,5,2026-05-08 21:48:00
446,AI & Data Science MN,POST_0446,https://facebook.com/ai&datasciencemn/posts/446,Python 3.12 хувилбар гарлаа. Олон шинэ боломжууд нэмэгдсэн байна. #446,2026-05-09 17:39:00,270,62,0,2026-05-09 19:39:00
447,Мэдээллийн Технологи,POST_0447,https://facebook.com/мэдээллийнтехнологи/posts/447,Машин сургалтын үндэс сургалт эхэллээ. #447,2026-05-09 17:02:00,188,183,61,2026-05-09 19:02:00
448,Монголын хөгжүүлэгчид,POST_0448,https://facebook.com/монголынхөгжүүлэгчид/posts/448,Өгөгдлийн сангийн аюулгүй байдлын талаарх чухал зөвлөгөө. #448,2026-05-20 16:15:00,509,127,63,2026-05-20 18:15:00
449,Монголын хөгжүүлэгчид,POST_0449,https://facebook.com/монголынхөгжүүлэгчид/posts/449,Машин сургалтын үндэс сургалт эхэллээ. #449,2026-05-13 13:12:00,220,96,23,2026-05-13 15:12:00
450,AI & Data Science MN,POST_0450,https://facebook.com/ai&datasciencemn/posts/450,Javascript хөгжүүлэгчдэд зориулсан 5 зөвлөгөө. #450,2026-05-07 19:42:00,299,1,96,2026-05-07 21:42:00
451,AI & Data Science MN,POST_0451,https://facebook.com/ai&datasciencemn/posts/451,Өгөгдлийн сангийн аюулгүй байдлын талаарх чухал зөвлөгөө. #451,2026-05-20 04:39:00,842,86,62,2026-05-20 06:39:00
452,TechNews Mongolia,POST_0452,https://facebook.com/technewsmongolia/posts/452,Cybersecurity-д хэрэгтэй шинэ tool-ууд. #452,2026-05-19 09:02:00,942,146,36,2026-05-19 11:02:00
453,AI & Data Science MN,POST_0453,https://facebook.com/ai&datasciencemn/posts/453,Өгөгдлийн сангийн аюулгүй байдлын талаарх чухал зөвлөгөө. #453,2026-05-07 10:33:00,925,156,52,2026-05-07 12:33:00
454,Мэдээллийн Технологи,POST_0454,https://facebook.com/мэдээллийнтехнологи/posts/454,Cybersecurity-д хэрэгтэй шинэ tool-ууд. #454,2026-05-17 00:28:00,722,137,18,2026-05-17 02:28:00
455,Монголын хөгжүүлэгчид,POST_0455,https://facebook.com/монголынхөгжүүлэгчид/posts/455,Tech event удахгүй болно. #455,2026-05-15 00:54:00,851,48,64,2026-05-15 02:54:00
456,AI & Data Science MN,POST_0456,https://facebook.com/ai&datasciencemn/posts/456,Javascript хөгжүүлэгчдэд зориулсан 5 зөвлөгөө. #456,2026-05-10 18:51:00,962,72,38,2026-05-10 20:51:00
457,AI & Data Science MN,POST_0457,https://facebook.com/ai&datasciencemn/posts/457,Tech event удахгүй болно. #457,2026-05-21 20:27:00,460,99,69,2026-05-21 22:27:00
458,Монголын хөгжүүлэгчид,POST_0458,https://facebook.com/монголынхөгжүүлэгчид/posts/458,Javascript хөгжүүлэгчдэд зориулсан 5 зөвлөгөө. #458,2026-05-12 06:13:00,824,81,48,2026-05-12 08:13:00
459,Мэдээллийн Технологи,POST_0459,https://facebook.com/мэдээллийнтехнологи/posts/459,Cloud computing-ийн ирээдүй. #459,2026-05-06 15:07:00,660,130,28,2026-05-06 17:07:00
460,Монголын хөгжүүлэгчид,POST_0460,https://facebook.com/монголынхөгжүүлэгчид/posts/460,Машин сургалтын үндэс сургалт эхэллээ. #460,2026-05-06 01:33:00,445,141,97,2026-05-06 03:33:00
461,TechNews Mongolia,POST_0461,https://facebook.com/technewsmongolia/posts/461,Cybersecurity-д хэрэгтэй шинэ tool-ууд. #461,2026-05-03 11:20:00,628,18,52,2026-05-03 13:20:00
462,Мэдээллийн Технологи,POST_0462,https://facebook.com/мэдээллийнтехнологи/posts/462,Tech event удахгүй болно. #462,2026-05-03 00:47:00,709,58,71,2026-05-03 02:47:00
463,Мэдээллийн Технологи,POST_0463,https://facebook.com/мэдээллийнтехнологи/posts/463,Python 3.12 хувилбар гарлаа. Олон шинэ боломжууд нэмэгдсэн байна. #463,2026-05-21 15:10:00,177,195,87,2026-05-21 17:10:00
464,AI & Data Science MN,POST_0464,https://facebook.com/ai&datasciencemn/posts/464,Шинэ iPhone 16-ийн талаарх цуурхал ба баримтууд. #464,2026-05-20 17:54:00,565,96,78,2026-05-20 19:54:00
465,TechNews Mongolia,POST_0465,https://facebook.com/technewsmongolia/posts/465,Шинэ iPhone 16-ийн талаарх цуурхал ба баримтууд. #465,2026-05-12 08:15:00,122,127,37,2026-05-12 10:15:00
466,TechNews Mongolia,POST_0466,https://facebook.com/technewsmongolia/posts/466,Tech event удахгүй болно. #466,2026-05-01 16:55:00,802,28,55,2026-05-01 18:55:00
467,Монголын хөгжүүлэгчид,POST_0467,https://facebook.com/монголынхөгжүүлэгчид/posts/467,Өгөгдлийн сангийн аюулгүй байдлын талаарх чухал зөвлөгөө. #467,2026-05-14 23:23:00,665,130,37,2026-05-15 01:23:00
468,Мэдээллийн Технологи,POST_0468,https://facebook.com/мэдээллийнтехнологи/posts/468,Өгөгдлийн сангийн аюулгүй байдлын талаарх чухал зөвлөгөө. #468,2026-05-21 03:45:00,981,187,67,2026-05-21 05:45:00
469,Мэдээллийн Технологи,POST_0469,https://facebook.com/мэдээллийнтехнологи/posts/469,Шинэ хиймэл оюун ухааны загвар танилцуулагдлаа. #469,2026-05-21 18:38:00,605,74,2,2026-05-21 20:38:00
470,TechNews Mongolia,POST_0470,https://facebook.com/technewsmongolia/posts/470,Javascript хөгжүүлэгчдэд зориулсан 5 зөвлөгөө. #470,2026-05-10 16:58:00,759,107,54,2026-05-10 18:58:00
471,TechNews Mongolia,POST_0471,https://facebook.com/technewsmongolia/posts/471,Шинэ хиймэл оюун ухааны загвар танилцуулагдлаа. #471,2026-05-15 07:04:00,416,102,28,2026-05-15 09:04:00
472,Мэдээллийн Технологи,POST_0472,https://facebook.com/мэдээллийнтехнологи/posts/472,Шинэ iPhone 16-ийн талаарх цуурхал ба баримтууд. #472,2026-05-02 23:42:00,641,67,25,2026-05-03 01:42:00
473,TechNews Mongolia,POST_0473,https://facebook.com/technewsmongolia/posts/473,Python 3.12 хувилбар гарлаа. Олон шинэ боломжууд нэмэгдсэн байна. #473,2026-05-20 02:12:00,837,174,26,2026-05-20 04:12:00
474,TechNews Mongolia,POST_0474,https://facebook.com/technewsmongolia/posts/474,React 19 хувилбарыг туршиж үзсэн хүн байна уу? #474,2026-05-02 21:16:00,705,21,69,2026-05-02 23:16:00
475,AI & Data Science MN,POST_0475,https://facebook.com/ai&datasciencemn/posts/475,React 19 хувилбарыг туршиж үзсэн хүн байна уу? #475,2026-05-10 00:02:00,544,122,12,2026-05-10 02:02:00
476,AI & Data Science MN,POST_0476,https://facebook.com/ai&datasciencemn/posts/476,Python 3.12 хувилбар гарлаа. Олон шинэ боломжууд нэмэгдсэн байна. #476,2026-05-06 21:17:00,877,193,96,2026-05-06 23:17:00
477,Мэдээллийн Технологи,POST_0477,https://facebook.com/мэдээллийнтехнологи/posts/477,Tech event удахгүй болно. #477,2026-05-17 14:24:00,197,36,86,2026-05-17 16:24:00
478,Монголын хөгжүүлэгчид,POST_0478,https://facebook.com/монголынхөгжүүлэгчид/posts/478,Cloud computing-ийн ирээдүй. #478,2026-05-21 15:27:00,247,60,95,2026-05-21 17:27:00
479,Монголын хөгжүүлэгчид,POST_0479,https://facebook.com/монголынхөгжүүлэгчид/posts/479,React 19 хувилбарыг туршиж үзсэн хүн байна уу? #479,2026-05-16 10:24:00,661,18,16,2026-05-16 12:24:00
480,Мэдээллийн Технологи,POST_0480,https://facebook.com/мэдээллийнтехнологи/posts/480,Cloud computing-ийн ирээдүй. #480,2026-05-02 08:35:00,179,20,92,2026-05-02 10:35:00
481,Монголын хөгжүүлэгчид,POST_0481,https://facebook.com/монголынхөгжүүлэгчид/posts/481,Tech event удахгүй болно. #481,2026-05-04 16:02:00,54,137,36,2026-05-04 18:02:00
482,Мэдээллийн Технологи,POST_0482,https://facebook.com/мэдээллийнтехнологи/posts/482,Tech event удахгүй болно. #482,2026-05-10 09:13:00,14,45,87,2026-05-10 11:13:00
483,TechNews Mongolia,POST_0483,https://facebook.com/technewsmongolia/posts/483,Cybersecurity-д хэрэгтэй шинэ tool-ууд. #483,2026-05-20 20:29:00,736,37,70,2026-05-20 22:29:00
484,Монголын хөгжүүлэгчид,POST_0484,https://facebook.com/монголынхөгжүүлэгчид/posts/484,Javascript хөгжүүлэгчдэд зориулсан 5 зөвлөгөө. #484,2026-05-21 11:45:00,340,20,10,2026-05-21 13:45:00
485,Монголын хөгжүүлэгчид,POST_0485,https://facebook.com/монголынхөгжүүлэгчид/posts/485,Python 3.12 хувилбар гарлаа. Олон шинэ боломжууд нэмэгдсэн байна. #485,2026-05-17 10:06:00,962,11,52,2026-05-17 12:06:00
486,AI & Data Science MN,POST_0486,https://facebook.com/ai&datasciencemn/posts/486,Cloud computing-ийн ирээдүй. #486,2026-05-04 22:53:00,721,164,36,2026-05-05 00:53:00
487,TechNews Mongolia,POST_0487,https://facebook.com/technewsmongolia/posts/487,Өгөгдлийн сангийн аюулгүй байдлын талаарх чухал зөвлөгөө. #487,2026-05-17 21:49:00,727,67,66,2026-05-17 23:49:00
488,AI & Data Science MN,POST_0488,https://facebook.com/ai&datasciencemn/posts/488,Cloud computing-ийн ирээдүй. #488,2026-05-09 20:32:00,473,50,71,2026-05-09 22:32:00
489,Мэдээллийн Технологи,POST_0489,https://facebook.com/мэдээллийнтехнологи/posts/489,Python 3.12 хувилбар гарлаа. Олон шинэ боломжууд нэмэгдсэн байна. #489,2026-05-12 09:22:00,545,26,69,2026-05-12 11:22:00
490,AI & Data Science MN,POST_0490,https://facebook.com/ai&datasciencemn/posts/490,Cloud computing-ийн ирээдүй. #490,2026-05-11 11:16:00,408,23,79,2026-05-11 13:16:00
491,TechNews Mongolia,POST_0491,https://facebook.com/technewsmongolia/posts/491,Javascript хөгжүүлэгчдэд зориулсан 5 зөвлөгөө. #491,2026-05-06 23:22:00,213,82,40,2026-05-07 01:22:00
492,AI & Data Science MN,POST_0492,https://facebook.com/ai&datasciencemn/posts/492,React 19 хувилбарыг туршиж үзсэн хүн байна уу? #492,2026-05-07 10:16:00,968,10,59,2026-05-07 12:16:00
493,TechNews Mongolia,POST_0493,https://facebook.com/technewsmongolia/posts/493,Шинэ хиймэл оюун ухааны загвар танилцуулагдлаа. #493,2026-05-10 14:31:00,984,121,30,2026-05-10 16:31:00
494,Мэдээллийн Технологи,POST_0494,https://facebook.com/мэдээллийнтехнологи/posts/494,Tech event удахгүй болно. #494,2026-05-14 15:08:00,372,166,13,2026-05-14 17:08:00
495,Монголын хөгжүүлэгчид,POST_0495,https://facebook.com/монголынхөгжүүлэгчид/posts/495,Шинэ хиймэл оюун ухааны загвар танилцуулагдлаа. #495,2026-05-07 02:04:00,620,5,65,2026-05-07 04:04:00
496,AI & Data Science MN,POST_0496,https://facebook.com/ai&datasciencemn/posts/496,Шинэ хиймэл оюун ухааны загвар танилцуулагдлаа. #496,2026-05-15 01:57:00,394,20,25,2026-05-15 03:57:00
497,Монголын хөгжүүлэгчид,POST_0497,https://facebook.com/монголынхөгжүүлэгчид/posts/497,Tech event удахгүй болно. #497,2026-05-10 21:00:00,72,63,29,2026-05-10 23:00:00
498,Мэдээллийн Технологи,POST_0498,https://facebook.com/мэдээллийнтехнологи/posts/498,Cloud computing-ийн ирээдүй. #498,2026-05-07 12:23:00,109,14,64,2026-05-07 14:23:00
499,Мэдээллийн Технологи,POST_0499,https://facebook.com/мэдээллийнтехнологи/posts/499,Шинэ iPhone 16-ийн талаарх цуурхал ба баримтууд. #499,2026-05-05 05:36:00,732,14,90,2026-05-05 07:36:00
500,TechNews Mongolia,POST_0500,https://facebook.com/technewsmongolia/posts/500,Cloud computing-ийн ирээдүй. #500,2026-05-12 12:12:00,699,59,55,2026-05-12 14:12:00
